Record Length,1.024000e+03,,          0.00000, -58.58970,
Sample Interval,4.882813e+03,,       4882.81250, -61.78970,
Trigger Point,0.000000000000e+00,,       9765.62500, -82.98970,
,,,      14648.43750, -85.78970,
,,,      19531.25000, -82.98970,
,,,      24414.06250, -82.98970,
Source,MATH,,      29296.87500, -86.98970,
Vertical Units,dB,,      34179.68750, -85.78970,
Vertical Scale,1.000000e+01,,      39062.50000, -86.98970,
Vertical Offset,0.000000e+00,,      43945.31250, -83.38970,
Horizontal Units,Hz,,      48828.12500, -76.98970,
Horizontal Scale,5.000000e+05,,      53710.93750, -81.78970,
Pt Fmt,Y,,      58593.75000, -81.78970,
Yzero,-4.698970e+01,,      63476.56250, -81.78970,
Probe Atten,1.000000e+00,,      68359.37500, -86.98970,
Model Number,TDS2002B,,      73242.18750, -82.98970,
Serial Number,C054552,,      78125.00000, -82.98970,
Firmware Version,FV:v22.11,,      83007.81250, -78.98970,
,,,87890.62500, -86.98970,
,,,92773.43750, -85.78970,
,,,97656.25000, -83.78970,
,,,102539.06250, -77.78970,
,,,107421.87500, -80.98970,
,,,112304.68750, -77.78970,
,,,117187.50000, -86.98970,
,,,122070.31250, -82.98970,
,,,126953.12500, -78.98970,
,,,131835.93750, -79.78970,
,,,136718.75000, -78.98970,
,,,141601.56250, -81.78970,
,,,146484.37500, -83.78970,
,,,151367.18750, -82.98970,
,,,156250.00000, -81.78970,
,,,161132.81250, -83.78970,
,,,166015.62500, -82.98970,
,,,170898.43750, -80.58970,
,,,175781.25000, -85.78970,
,,,180664.06250, -86.98970,
,,,185546.87500, -86.98970,
,,,190429.68750, -86.98970,
,,,195312.50000, -82.98970,
,,,200195.31250, -85.78970,
,,,205078.12500, -86.98970,
,,,209960.93750, -86.98970,
,,,214843.75000, -86.98970,
,,,219726.56250, -85.78970,
,,,224609.37500, -86.98970,
,,,229492.18750, -86.98970,
,,,234375.00000, -86.98970,
,,,239257.81250, -85.78970,
,,,244140.62500, -86.98970,
,,,249023.43750, -83.38970,
,,,253906.25000, -83.38970,
,,,258789.06250, -85.78970,
,,,263671.87500, -85.78970,
,,,268554.68750, -85.78970,
,,,273437.50000, -86.98970,
,,,278320.31250, -81.78970,
,,,283203.12500, -81.78970,
,,,288085.93750, -86.98970,
,,,292968.75000, -83.78970,
,,,297851.56250, -78.98970,
,,,302734.37500, -70.98970,
,,,307617.18750, -75.78970,
,,,312500.00000, -85.78970,
,,,317382.81250, -82.98970,
,,,322265.62500, -80.58970,
,,,327148.43750, -80.98970,
,,,332031.25000, -83.78970,
,,,336914.06250, -85.78970,
,,,341796.87500, -83.78970,
,,,346679.68750, -85.78970,
,,,351562.50000, -82.98970,
,,,356445.31250, -86.98970,
,,,361328.12500, -85.78970,
,,,366210.93750, -80.58970,
,,,371093.75000, -85.78970,
,,,375976.56250, -85.78970,
,,,380859.37500, -81.78970,
,,,385742.18750, -86.98970,
,,,390625.00000, -78.98970,
,,,395507.81250, -76.98970,
,,,400390.62500, -78.98970,
,,,405273.43750, -74.98970,
,,,410156.25000, -78.98970,
,,,415039.06250, -83.38970,
,,,419921.87500, -85.78970,
,,,424804.68750, -86.98970,
,,,429687.50000, -79.78970,
,,,434570.31250, -82.98970,
,,,439453.12500, -85.78970,
,,,444335.93750, -86.98970,
,,,449218.75000, -86.98970,
,,,454101.56250, -85.78970,
,,,458984.37500, -83.38970,
,,,463867.18750, -80.58970,
,,,468750.00000, -85.78970,
,,,473632.81250, -73.78970,
,,,478515.62500, -72.98970,
,,,483398.43750, -62.58970,
,,,488281.25000, -54.58970,
,,,493164.06250, -35.78970,
,,,498046.87500, -23.78970,
,,,502929.68750, -24.58970,
,,,507812.50000, -40.58970,
,,,512695.31250, -56.58970,
,,,517578.12500, -64.98970,
,,,522460.93750, -76.18970,
,,,527343.75000, -69.78970,
,,,532226.56250, -86.98970,
,,,537109.37500, -82.98970,
,,,541992.18750, -82.98970,
,,,546875.00000, -83.78970,
,,,551757.81250, -86.98970,
,,,556640.62500, -82.98970,
,,,561523.43750, -83.78970,
,,,566406.25000, -85.78970,
,,,571289.06250, -86.98970,
,,,576171.87500, -80.58970,
,,,581054.68750, -76.98970,
,,,585937.50000, -85.78970,
,,,590820.31250, -79.78970,
,,,595703.12500, -80.58970,
,,,600585.93750, -78.98970,
,,,605468.75000, -69.78970,
,,,610351.56250, -70.98970,
,,,615234.37500, -82.98970,
,,,620117.18750, -80.58970,
,,,625000.00000, -82.98970,
,,,629882.81250, -76.98970,
,,,634765.62500, -77.78970,
,,,639648.43750, -85.78970,
,,,644531.25000, -82.98970,
,,,649414.06250, -86.98970,
,,,654296.87500, -86.98970,
,,,659179.68750, -86.98970,
,,,664062.50000, -86.98970,
,,,668945.31250, -85.78970,
,,,673828.12500, -86.98970,
,,,678710.93750, -86.98970,
,,,683593.75000, -82.98970,
,,,688476.56250, -79.78970,
,,,693359.37500, -80.58970,
,,,698242.18750, -80.58970,
,,,703125.00000, -75.78970,
,,,708007.81250, -76.98970,
,,,712890.62500, -77.38970,
,,,717773.43750, -79.78970,
,,,722656.25000, -82.98970,
,,,727539.06250, -86.98970,
,,,732421.87500, -86.98970,
,,,737304.68750, -81.78970,
,,,742187.50000, -83.78970,
,,,747070.31250, -86.98970,
,,,751953.12500, -86.98970,
,,,756835.93750, -85.78970,
,,,761718.75000, -85.78970,
,,,766601.56250, -86.98970,
,,,771484.37500, -86.98970,
,,,776367.18750, -86.98970,
,,,781250.00000, -82.98970,
,,,786132.81250, -80.58970,
,,,791015.62500, -85.78970,
,,,795898.43750, -80.58970,
,,,800781.25000, -82.98970,
,,,805664.06250, -75.38970,
,,,810546.87500, -72.18970,
,,,815429.68750, -81.78970,
,,,820312.50000, -86.98970,
,,,825195.31250, -83.78970,
,,,830078.12500, -82.98970,
,,,834960.93750, -83.78970,
,,,839843.75000, -80.58970,
,,,844726.56250, -80.58970,
,,,849609.37500, -85.78970,
,,,854492.18750, -86.98970,
,,,859375.00000, -86.98970,
,,,864257.81250, -86.98970,
,,,869140.62500, -86.98970,
,,,874023.43750, -86.98970,
,,,878906.25000, -83.78970,
,,,883789.06250, -85.78970,
,,,888671.87500, -81.78970,
,,,893554.68750, -78.98970,
,,,898437.50000, -85.78970,
,,,903320.31250, -85.78970,
,,,908203.12500, -75.78970,
,,,913085.93750, -79.78970,
,,,917968.75000, -86.98970,
,,,922851.56250, -86.98970,
,,,927734.37500, -86.98970,
,,,932617.18750, -86.98970,
,,,937500.00000, -86.98970,
,,,942382.81250, -86.98970,
,,,947265.62500, -86.98970,
,,,952148.43750, -86.98970,
,,,957031.25000, -86.98970,
,,,961914.06250, -86.98970,
,,,966796.87500, -85.78970,
,,,971679.68750, -86.98970,
,,,976562.50000, -85.78970,
,,,981445.31250, -85.78970,
,,,986328.12500, -79.78970,
,,,991210.93750, -85.78970,
,,,996093.75000, -68.58970,
,,,1000976.56250, -63.78970,
,,,1005859.37500, -71.38970,
,,,1010742.18750, -82.98970,
,,,1015625.00000, -83.38970,
,,,1020507.81250, -81.78970,
,,,1025390.62500, -83.78970,
,,,1030273.43750, -83.78970,
,,,1035156.25000, -86.98970,
,,,1040039.06250, -86.98970,
,,,1044921.87500, -86.98970,
,,,1049804.68750, -86.98970,
,,,1054687.50000, -86.98970,
,,,1059570.31250, -86.98970,
,,,1064453.12500, -86.98970,
,,,1069335.93750, -85.78970,
,,,1074218.75000, -82.98970,
,,,1079101.56250, -86.98970,
,,,1083984.37500, -85.78970,
,,,1088867.18750, -81.78970,
,,,1093750.00000, -83.78970,
,,,1098632.81250, -85.78970,
,,,1103515.62500, -85.78970,
,,,1108398.43750, -73.38970,
,,,1113281.25000, -72.18970,
,,,1118164.06250, -85.78970,
,,,1123046.87500, -83.78970,
,,,1127929.68750, -83.78970,
,,,1132812.50000, -86.98970,
,,,1137695.31250, -83.38970,
,,,1142578.12500, -82.98970,
,,,1147460.93750, -86.98970,
,,,1152343.75000, -86.98970,
,,,1157226.56250, -86.98970,
,,,1162109.37500, -86.98970,
,,,1166992.18750, -85.78970,
,,,1171875.00000, -86.98970,
,,,1176757.81250, -86.98970,
,,,1181640.62500, -86.98970,
,,,1186523.43750, -86.98970,
,,,1191406.25000, -83.78970,
,,,1196289.06250, -80.58970,
,,,1201171.87500, -80.58970,
,,,1206054.68750, -77.78970,
,,,1210937.50000, -69.38970,
,,,1215820.31250, -72.18970,
,,,1220703.12500, -83.38970,
,,,1225585.93750, -83.38970,
,,,1230468.75000, -85.78970,
,,,1235351.56250, -80.58970,
,,,1240234.37500, -80.98970,
,,,1245117.18750, -86.98970,
,,,1250000.00000, -86.98970,
,,,1254882.81250, -86.98970,
,,,1259765.62500, -86.98970,
,,,1264648.43750, -86.98970,
,,,1269531.25000, -81.78970,
,,,1274414.06250, -77.38970,
,,,1279296.87500, -80.58970,
,,,1284179.68750, -86.98970,
,,,1289062.50000, -86.98970,
,,,1293945.31250, -86.98970,
,,,1298828.12500, -85.78970,
,,,1303710.93750, -75.78970,
,,,1308593.75000, -73.38970,
,,,1313476.56250, -78.98970,
,,,1318359.37500, -78.18970,
,,,1323242.18750, -80.98970,
,,,1328125.00000, -83.38970,
,,,1333007.81250, -85.78970,
,,,1337890.62500, -86.98970,
,,,1342773.43750, -86.98970,
,,,1347656.25000, -85.78970,
,,,1352539.06250, -86.98970,
,,,1357421.87500, -86.98970,
,,,1362304.68750, -86.98970,
,,,1367187.50000, -83.78970,
,,,1372070.31250, -82.98970,
,,,1376953.12500, -80.58970,
,,,1381835.93750, -78.98970,
,,,1386718.75000, -80.98970,
,,,1391601.56250, -86.98970,
,,,1396484.37500, -86.98970,
,,,1401367.18750, -85.78970,
,,,1406250.00000, -81.78970,
,,,1411132.81250, -81.78970,
,,,1416015.62500, -86.98970,
,,,1420898.43750, -78.18970,
,,,1425781.25000, -79.78970,
,,,1430664.06250, -86.98970,
,,,1435546.87500, -85.78970,
,,,1440429.68750, -86.98970,
,,,1445312.50000, -86.98970,
,,,1450195.31250, -83.78970,
,,,1455078.12500, -80.58970,
,,,1459960.93750, -81.78970,
,,,1464843.75000, -78.98970,
,,,1469726.56250, -78.98970,
,,,1474609.37500, -80.58970,
,,,1479492.18750, -86.98970,
,,,1484375.00000, -78.98970,
,,,1489257.81250, -76.98970,
,,,1494140.62500, -51.78970,
,,,1499023.43750, -42.58970,
,,,1503906.25000, -45.78970,
,,,1508789.06250, -67.38970,
,,,1513671.87500, -74.98970,
,,,1518554.68750, -81.78970,
,,,1523437.50000, -86.98970,
,,,1528320.31250, -86.98970,
,,,1533203.12500, -86.98970,
,,,1538085.93750, -82.98970,
,,,1542968.75000, -86.98970,
,,,1547851.56250, -85.78970,
,,,1552734.37500, -85.78970,
,,,1557617.18750, -83.38970,
,,,1562500.00000, -86.98970,
,,,1567382.81250, -81.78970,
,,,1572265.62500, -85.78970,
,,,1577148.43750, -86.98970,
,,,1582031.25000, -83.78970,
,,,1586914.06250, -86.98970,
,,,1591796.87500, -83.78970,
,,,1596679.68750, -85.78970,
,,,1601562.50000, -85.78970,
,,,1606445.31250, -81.78970,
,,,1611328.12500, -86.98970,
,,,1616210.93750, -78.18970,
,,,1621093.75000, -86.98970,
,,,1625976.56250, -86.98970,
,,,1630859.37500, -86.98970,
,,,1635742.18750, -86.98970,
,,,1640625.00000, -80.58970,
,,,1645507.81250, -83.78970,
,,,1650390.62500, -86.98970,
,,,1655273.43750, -81.78970,
,,,1660156.25000, -83.38970,
,,,1665039.06250, -86.98970,
,,,1669921.87500, -82.98970,
,,,1674804.68750, -78.98970,
,,,1679687.50000, -83.38970,
,,,1684570.31250, -86.98970,
,,,1689453.12500, -86.98970,
,,,1694335.93750, -86.98970,
,,,1699218.75000, -86.98970,
,,,1704101.56250, -85.78970,
,,,1708984.37500, -77.38970,
,,,1713867.18750, -75.78970,
,,,1718750.00000, -79.78970,
,,,1723632.81250, -81.78970,
,,,1728515.62500, -82.98970,
,,,1733398.43750, -86.98970,
,,,1738281.25000, -85.78970,
,,,1743164.06250, -83.38970,
,,,1748046.87500, -86.98970,
,,,1752929.68750, -86.98970,
,,,1757812.50000, -85.78970,
,,,1762695.31250, -86.98970,
,,,1767578.12500, -86.98970,
,,,1772460.93750, -85.78970,
,,,1777343.75000, -86.98970,
,,,1782226.56250, -86.98970,
,,,1787109.37500, -83.38970,
,,,1791992.18750, -77.38970,
,,,1796875.00000, -82.98970,
,,,1801757.81250, -83.78970,
,,,1806640.62500, -86.98970,
,,,1811523.43750, -86.98970,
,,,1816406.25000, -85.78970,
,,,1821289.06250, -83.78970,
,,,1826171.87500, -85.78970,
,,,1831054.68750, -85.78970,
,,,1835937.50000, -86.98970,
,,,1840820.31250, -86.98970,
,,,1845703.12500, -86.98970,
,,,1850585.93750, -86.98970,
,,,1855468.75000, -79.78970,
,,,1860351.56250, -82.98970,
,,,1865234.37500, -86.98970,
,,,1870117.18750, -86.98970,
,,,1875000.00000, -86.98970,
,,,1879882.81250, -85.78970,
,,,1884765.62500, -86.98970,
,,,1889648.43750, -86.98970,
,,,1894531.25000, -83.78970,
,,,1899414.06250, -86.98970,
,,,1904296.87500, -86.98970,
,,,1909179.68750, -86.98970,
,,,1914062.50000, -85.78970,
,,,1918945.31250, -80.58970,
,,,1923828.12500, -78.98970,
,,,1928710.93750, -81.78970,
,,,1933593.75000, -86.98970,
,,,1938476.56250, -80.58970,
,,,1943359.37500, -77.78970,
,,,1948242.18750, -78.18970,
,,,1953125.00000, -83.78970,
,,,1958007.81250, -85.78970,
,,,1962890.62500, -86.98970,
,,,1967773.43750, -86.98970,
,,,1972656.25000, -85.78970,
,,,1977539.06250, -82.98970,
,,,1982421.87500, -81.78970,
,,,1987304.68750, -85.78970,
,,,1992187.50000, -86.98970,
,,,1997070.31250, -74.58970,
,,,2001953.12500, -71.78970,
,,,2006835.93750, -78.18970,
,,,2011718.75000, -81.78970,
,,,2016601.56250, -81.78970,
,,,2021484.37500, -85.78970,
,,,2026367.18750, -83.38970,
,,,2031250.00000, -86.98970,
,,,2036132.81250, -86.98970,
,,,2041015.62500, -86.98970,
,,,2045898.43750, -81.78970,
,,,2050781.25000, -80.58970,
,,,2055664.06250, -85.78970,
,,,2060546.87500, -86.98970,
,,,2065429.68750, -86.98970,
,,,2070312.50000, -86.98970,
,,,2075195.31250, -86.98970,
,,,2080078.12500, -86.98970,
,,,2084960.93750, -86.98970,
,,,2089843.75000, -86.98970,
,,,2094726.56250, -82.98970,
,,,2099609.37500, -85.78970,
,,,2104492.18750, -86.98970,
,,,2109375.00000, -86.98970,
,,,2114257.81250, -82.98970,
,,,2119140.62500, -76.98970,
,,,2124023.43750, -77.78970,
,,,2128906.25000, -78.98970,
,,,2133789.06250, -82.98970,
,,,2138671.87500, -86.98970,
,,,2143554.68750, -85.78970,
,,,2148437.50000, -86.98970,
,,,2153320.31250, -86.98970,
,,,2158203.12500, -86.98970,
,,,2163085.93750, -85.78970,
,,,2167968.75000, -85.78970,
,,,2172851.56250, -86.98970,
,,,2177734.37500, -82.98970,
,,,2182617.18750, -80.58970,
,,,2187500.00000, -86.98970,
,,,2192382.81250, -85.78970,
,,,2197265.62500, -79.78970,
,,,2202148.43750, -82.98970,
,,,2207031.25000, -86.98970,
,,,2211914.06250, -80.98970,
,,,2216796.87500, -76.98970,
,,,2221679.68750, -75.78970,
,,,2226562.50000, -74.98970,
,,,2231445.31250, -75.78970,
,,,2236328.12500, -81.78970,
,,,2241210.93750, -86.98970,
,,,2246093.75000, -86.98970,
,,,2250976.56250, -86.98970,
,,,2255859.37500, -85.78970,
,,,2260742.18750, -83.78970,
,,,2265625.00000, -86.98970,
,,,2270507.81250, -85.78970,
,,,2275390.62500, -86.98970,
,,,2280273.43750, -86.98970,
,,,2285156.25000, -82.98970,
,,,2290039.06250, -83.38970,
,,,2294921.87500, -86.98970,
,,,2299804.68750, -81.78970,
,,,2304687.50000, -86.98970,
,,,2309570.31250, -86.98970,
,,,2314453.12500, -75.78970,
,,,2319335.93750, -72.18970,
,,,2324218.75000, -74.18970,
,,,2329101.56250, -80.58970,
,,,2333984.37500, -86.98970,
,,,2338867.18750, -82.98970,
,,,2343750.00000, -85.78970,
,,,2348632.81250, -78.98970,
,,,2353515.62500, -86.98970,
,,,2358398.43750, -85.78970,
,,,2363281.25000, -86.98970,
,,,2368164.06250, -80.98970,
,,,2373046.87500, -82.98970,
,,,2377929.68750, -86.98970,
,,,2382812.50000, -86.98970,
,,,2387695.31250, -86.98970,
,,,2392578.12500, -80.58970,
,,,2397460.93750, -78.98970,
,,,2402343.75000, -86.98970,
,,,2407226.56250, -86.98970,
,,,2412109.37500, -86.98970,
,,,2416992.18750, -86.98970,
,,,2421875.00000, -79.78970,
,,,2426757.81250, -77.38970,
,,,2431640.62500, -82.98970,
,,,2436523.43750, -80.98970,
,,,2441406.25000, -86.98970,
,,,2446289.06250, -86.98970,
,,,2451171.87500, -86.98970,
,,,2456054.68750, -86.98970,
,,,2460937.50000, -86.98970,
,,,2465820.31250, -86.98970,
,,,2470703.12500, -86.98970,
,,,2475585.93750, -85.78970,
